"","order_item_id","item_id","item_price","user_reg_date","childrensize","nodelivery","present","waitingtime","lowprice","xmas","newyears","age","oldppl","noitems","noorders","prebd","female","male","difforder","preorders"
"14452",114452,1547,39.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,2,1,-99,1,0,0,-99
"14472",114472,1800,140,2016-10-26,0,0,0,0,0,0,0,43,0,5,1,0,0,1,0,-213
"14473",114473,1669,119.9,2016-10-26,0,0,0,0,0,0,0,43,0,5,1,0,0,1,0,-213
"14474",114474,1850,159.9,2016-10-26,0,0,0,0,0,0,0,43,0,5,1,0,0,1,0,-213
"14475",114475,1669,119.9,2016-10-26,0,1,0,-99,0,0,-99,43,0,5,1,-99,0,1,0,-99
"14476",114476,1850,159.9,2016-10-26,0,1,0,-99,0,0,-99,43,0,5,1,-99,0,1,0,-99
"14477",114477,1465,194.9,2016-03-13,0,0,0,0,0,0,0,67,0,2,2,0,1,0,0,-490
"14478",114478,1726,199.9,2016-03-13,0,0,0,0,0,0,0,67,0,2,2,0,1,0,0,-490
"30634",130634,2015,189.9,2016-03-13,0,0,0,0,0,0,0,67,0,2,2,0,1,0,1,-487
"30635",130635,1619,69.9,2016-03-13,0,1,0,-99,0,0,-99,67,0,2,2,-99,1,0,0,-99
"14491",114491,1666,99.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,2,-99,1,0,0,-99
"22766",122766,1415,21.9,2016-10-26,0,0,0,0,1,0,0,-99,-99,3,2,-99,1,0,1,-99
"22767",122767,1666,99.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,3,2,-99,1,0,0,-99
"22768",122768,1415,21.9,2016-10-26,0,0,0,0,1,0,0,-99,-99,3,2,-99,1,0,0,-99
"14494",114494,1618,179.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14495",114495,1735,139.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14496",114496,1492,39.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14497",114497,1601,199.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14498",114498,1492,39.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14499",114499,1737,119.9,2016-10-26,0,1,0,-99,0,0,-99,-99,-99,6,1,-99,1,0,0,-99
"14501",114501,1951,0,2015-09-29,0,0,1,0,1,0,0,56,0,1,1,0,1,0,0,6
"14502",114502,1642,59.9,2015-03-28,0,0,0,0,0,0,0,62,0,2,1,0,1,0,0,74
"14503",114503,1827,159.9,2015-03-28,0,0,0,0,0,0,0,62,0,2,1,0,1,0,0,74
"48835",148835,1739,139.9,2016-12-12,0,1,0,-99,0,1,-99,58,0,1,1,-99,1,0,0,-99
"14511",114511,1957,65.95,2016-10-26,1,0,0,1,0,0,0,32,0,4,1,0,1,0,0,-629
"14512",114512,1933,139.9,2016-10-26,0,0,0,1,0,0,0,32,0,4,1,0,1,0,0,-629
"14513",114513,1913,119.95,2016-10-26,0,0,0,1,0,0,0,32,0,4,1,0,1,0,0,-629
"14514",114514,1957,65.95,2016-10-26,1,1,0,-99,0,0,-99,32,0,4,1,-99,1,0,0,-99
"14515",114515,2017,109.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,1,-99,0,1,0,-99
"14516",114516,1526,169.95,2016-01-03,0,0,0,0,0,0,0,81,1,1,1,0,1,0,0,-316
"14525",114525,1904,0,2015-02-28,0,0,1,0,1,0,0,37,0,1,1,0,1,0,0,-706
"14528",114528,1664,24.9,2016-02-12,0,0,0,0,0,0,0,36,0,4,1,0,1,0,0,-117
"14529",114529,1664,24.9,2016-02-12,0,0,0,0,0,0,0,36,0,4,1,0,1,0,0,-117
"14530",114530,1664,24.9,2016-02-12,0,0,0,0,0,0,0,36,0,4,1,0,1,0,0,-117
"14531",114531,1664,24.9,2016-02-12,0,0,0,0,0,0,0,36,0,4,1,0,1,0,0,-117
"14536",114536,1624,79.9,2016-10-26,0,0,0,0,0,0,0,53,0,5,1,0,1,0,0,-224
"14537",114537,1702,99.9,2016-10-26,0,0,0,0,0,0,0,53,0,5,1,0,1,0,0,-224
"14538",114538,1637,69.9,2016-10-26,0,0,0,0,0,0,0,53,0,5,1,0,1,0,0,-224
"14539",114539,82,69.9,2016-10-26,0,0,0,0,0,0,0,53,0,5,1,0,1,0,0,-224
"14540",114540,1634,119.9,2016-10-26,0,0,0,0,0,0,0,53,0,5,1,0,1,0,0,-401
"14549",114549,1894,45.9,2016-10-26,0,1,0,-99,0,0,-99,55,0,16,3,-99,0,1,0,-99
"14550",114550,1696,89.9,2016-10-26,0,1,0,-99,0,0,-99,55,0,16,3,-99,0,1,0,-99
"14551",114551,1956,100,2016-10-26,0,1,0,-99,0,0,-99,55,0,16,3,-99,0,1,0,-99
"14582",114582,2061,79.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14583",114583,2107,99.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14584",114584,2141,99.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14585",114585,2141,99.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14586",114586,1982,59.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14587",114587,1832,26.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14588",114588,1832,26.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14589",114589,2039,219.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14590",114590,1894,45.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14591",114591,1696,89.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14592",114592,1956,100,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,1,0,1,0,-15
"14593",114593,1750,34.95,2016-10-26,0,1,0,-99,0,0,-99,55,0,16,3,-99,0,1,0,-99
"14594",114594,1801,199.9,2016-10-26,0,0,0,0,0,0,0,55,0,16,3,0,0,1,0,913
"18385",118385,1750,34.95,2016-10-26,0,0,0,0,0,0,0,55,0,1,3,1,0,1,0,-15
"34017",134017,2061,79.9,2016-10-26,0,0,0,0,0,0,0,55,0,3,3,0,0,1,1,-105
"34018",134018,2141,99.9,2016-10-26,0,0,0,0,0,0,0,55,0,3,3,0,0,1,0,-105
"34019",134019,1982,59.9,2016-10-26,0,0,0,0,0,0,0,55,0,3,3,0,0,1,0,-105
"14552",114552,1412,119.9,2015-02-17,0,0,0,0,0,0,0,47,0,3,1,0,1,0,0,-914
"14553",114553,1412,119.9,2015-02-17,0,0,0,0,0,0,0,47,0,3,1,0,1,0,0,-914
"14554",114554,1723,9.95,2015-02-17,0,0,0,0,1,0,0,47,0,3,1,0,1,0,0,-914
"14555",114555,867,49.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,1,-99,1,0,0,-99
"14557",114557,1608,159.9,2016-10-26,0,1,0,-99,0,0,-99,58,0,15,2,-99,1,0,0,-99
"14558",114558,1608,159.9,2016-10-26,0,1,0,-99,0,0,-99,58,0,15,2,-99,1,0,0,-99
"14559",114559,1518,39.9,2016-10-26,0,1,0,-99,0,0,-99,58,0,15,2,-99,1,0,0,-99
"14560",114560,1518,39.9,2016-10-26,0,1,0,-99,0,0,-99,58,0,15,2,-99,1,0,0,-99
"14561",114561,1470,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,0,1,0,0,-195
"14562",114562,1470,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,0,1,0,0,-195
"14572",114572,1518,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14573",114573,1518,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14574",114574,1470,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14575",114575,1470,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14576",114576,1608,159.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14577",114577,1518,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14578",114578,1518,39.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"14579",114579,1608,159.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,0,1,0,0,-104
"14580",114580,1608,159.9,2016-10-26,0,0,0,0,0,0,0,58,0,15,2,1,1,0,0,-21
"40755",140755,1518,29.9,2016-10-26,0,0,0,0,0,0,0,58,0,5,2,0,1,0,0,-122
"40756",140756,1518,29.9,2016-10-26,0,0,0,0,0,0,0,58,0,5,2,0,1,0,0,-122
"40757",140757,1518,29.9,2016-10-26,0,0,0,0,0,0,0,58,0,5,2,0,1,0,0,-122
"40758",140758,1518,29.9,2016-10-26,0,0,0,0,0,0,0,58,0,5,2,0,1,0,0,-122
"40759",140759,1518,29.9,2016-10-26,0,0,0,0,0,0,0,58,0,5,2,0,1,0,0,-122
"14581",114581,1838,99.9,2015-02-17,0,1,0,-99,0,0,-99,59,0,1,2,-99,1,0,0,-99
"27125",127125,1699,154,2015-02-17,0,0,0,0,0,0,0,59,0,1,2,0,1,0,1,-910
"14595",114595,1640,69.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-802
"14596",114596,1530,79.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-802
"14597",114597,1823,159.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-802
"14598",114598,1838,99.9,2015-02-17,0,1,0,-99,0,0,-99,50,0,5,1,-99,1,0,0,-99
"14599",114599,1838,99.9,2015-02-17,0,1,0,-99,0,0,-99,50,0,5,1,-99,1,0,0,-99
"14605",114605,1807,249.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,2,-99,1,0,0,-99
"27594",127594,1807,249.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,2,-99,1,0,1,-99
"14606",114606,1499,99.9,2016-10-26,0,0,0,0,0,0,0,54,0,4,1,0,1,0,0,-901
"14607",114607,1575,199,2016-10-26,0,0,0,0,0,0,0,54,0,4,1,0,1,0,0,-901
"14608",114608,1577,159.9,2016-10-26,0,0,0,0,0,0,0,54,0,4,1,0,1,0,0,-977
"14609",114609,1568,149.9,2016-10-26,0,1,0,-99,0,0,-99,54,0,4,1,-99,1,0,0,-99
"14611",114611,1630,49.9,2016-10-16,0,0,0,0,0,0,0,60,0,2,1,1,1,0,0,-24
"14612",114612,1539,59.9,2016-10-16,0,1,0,-99,0,0,-99,60,0,2,1,-99,1,0,0,-99
"14617",114617,1497,129.9,2016-10-26,0,0,0,0,0,0,0,56,0,2,2,0,1,0,0,-229
"14618",114618,1710,130,2016-10-26,0,0,0,0,0,0,0,56,0,2,2,0,1,0,0,-312
"21193",121193,1497,129.9,2016-10-26,0,0,0,0,0,0,0,56,0,2,2,0,1,0,0,-304
"21194",121194,2254,130,2016-10-26,0,0,0,0,0,0,0,56,0,2,2,0,1,0,0,-304
"14619",114619,2019,89.95,2016-10-26,1,1,0,-99,0,0,-99,67,0,1,1,-99,1,0,0,-99
"14620",114620,1772,139.9,2016-10-26,0,0,0,0,0,0,0,42,0,1,1,0,1,0,0,-401
"14631",114631,1699,154,2016-10-26,0,0,0,0,0,0,0,50,0,1,1,0,1,0,0,-919
"14632",114632,1637,69.9,2016-10-26,0,0,0,0,0,0,0,46,0,2,1,0,1,0,0,-405
"14633",114633,1624,69.9,2016-10-26,0,0,0,0,0,0,0,46,0,2,1,0,1,0,0,-405
"14645",114645,2064,179.9,2015-03-11,0,0,0,0,0,0,0,56,0,1,4,0,1,0,0,-202
"15836",115836,1999,109.9,2015-03-11,0,0,0,0,0,0,0,56,0,3,4,0,1,0,0,-202
"15837",115837,2017,109.9,2015-03-11,0,0,0,0,0,0,0,56,0,3,4,0,1,0,0,-202
"15838",115838,1748,14.9,2015-03-11,0,0,0,0,1,0,0,56,0,3,4,0,1,0,0,705
"28857",128857,1999,89.9,2015-03-11,0,0,0,0,0,0,0,56,0,1,4,0,1,0,1,-285
"29402",129402,2064,179.9,2015-03-11,0,0,0,0,0,0,0,56,0,1,4,0,1,0,0,725
"14659",114659,1556,79.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14660",114660,1415,21.9,2016-01-28,0,0,0,0,1,0,0,65,0,10,1,0,1,0,0,-515
"14661",114661,1415,21.9,2016-01-28,0,0,0,0,1,0,0,65,0,10,1,0,1,0,0,-515
"14662",114662,1709,149.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14663",114663,1755,79.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14664",114664,1879,79.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14665",114665,1618,179.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14666",114666,1912,179.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14667",114667,1860,149.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-515
"14668",114668,1630,49.9,2016-01-28,0,0,0,0,0,0,0,65,0,10,1,0,1,0,0,-604
"14669",114669,1883,179.9,2015-08-19,0,0,0,0,0,0,0,72,0,4,1,0,1,0,0,-518
"14670",114670,1899,199.9,2015-08-19,0,0,0,0,0,0,0,72,0,4,1,0,1,0,0,-692
"14671",114671,1993,29.9,2015-08-19,0,0,0,0,0,0,0,72,0,4,1,0,1,0,0,-692
"14672",114672,1993,29.9,2015-08-19,0,1,0,-99,0,0,-99,72,0,4,1,-99,1,0,0,-99
"14674",114674,1864,144,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14675",114675,1645,39.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14676",114676,1824,99.95,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14677",114677,1756,139.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14678",114678,1711,160,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14679",114679,1670,199.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14680",114680,1806,16.9,2016-10-26,0,0,0,0,1,0,0,-99,-99,9,1,-99,1,0,0,-99
"14681",114681,1539,59.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14682",114682,1912,179.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,9,1,-99,1,0,0,-99
"14683",114683,1637,69.9,2016-02-09,0,0,0,0,0,0,0,51,0,5,2,0,1,0,0,-322
"14684",114684,1532,29.9,2016-02-09,0,0,0,0,0,0,0,51,0,5,2,0,1,0,0,-322
"14685",114685,1804,39.9,2016-02-09,0,0,0,0,0,0,0,51,0,5,2,0,1,0,0,-322
"14686",114686,1677,49.9,2016-02-09,0,0,0,0,0,0,0,51,0,5,2,0,1,0,0,-419
"14687",114687,1652,39.9,2016-02-09,0,0,0,0,0,0,0,51,0,5,2,0,1,0,0,-510
"29474",129474,329,39.9,2016-02-09,0,0,0,0,0,0,0,51,0,6,2,0,1,0,1,-408
"29475",129475,590,119.9,2016-02-09,0,0,0,0,0,0,0,51,0,6,2,0,1,0,0,-408
"29476",129476,1550,129.9,2016-02-09,0,0,0,0,0,0,0,51,0,6,2,0,1,0,0,-408
"29477",129477,1722,119.9,2016-02-09,0,0,0,0,0,0,0,51,0,6,2,0,1,0,0,-408
"29478",129478,1946,22.95,2016-02-09,0,1,0,-99,1,0,-99,51,0,6,2,-99,1,0,0,-99
"29479",129479,2043,22.95,2016-02-09,0,1,0,-99,1,0,-99,51,0,6,2,-99,1,0,0,-99
"14713",114713,1532,26.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14714",114714,1409,21.9,2016-10-26,0,0,0,0,1,0,0,-99,-99,6,1,-99,1,0,0,-99
"14715",114715,1471,69.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14716",114716,1667,79.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14717",114717,1437,69.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,6,1,-99,1,0,0,-99
"14718",114718,1532,26.9,2016-10-26,0,1,0,-99,0,0,-99,-99,-99,6,1,-99,1,0,0,-99
"14719",114719,1910,119.9,2016-10-26,0,0,0,1,0,0,0,48,0,1,2,0,0,1,0,-1004
"34774",134774,1910,119.9,2016-10-26,0,0,0,0,0,0,0,48,0,1,2,0,0,1,1,-978
"14726",114726,1666,99.9,2016-10-26,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-921
"14727",114727,1499,99.9,2016-10-26,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-1021
"14728",114728,1800,140,2016-10-26,0,0,0,0,0,0,0,45,0,1,1,0,1,0,0,-697
"14729",114729,1742,159.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,1,1,-99,1,0,0,-99
"14736",114736,1488,69.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,91
"14737",114737,1488,69.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,91
"14738",114738,1607,59.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,91
"14739",114739,1077,169.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,14
"14740",114740,1577,159.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,15
"14741",114741,498,49.9,2015-02-17,0,0,0,0,0,0,0,64,0,6,1,0,1,0,0,-92
"14764",114764,100,69.9,2016-10-26,0,1,0,-99,0,0,-99,-99,-99,1,1,-99,0,1,0,-99
"14771",114771,1486,59.9,2016-10-26,0,1,0,-99,0,0,-99,56,0,1,1,-99,1,0,0,-99
"14776",114776,1864,144,2016-10-26,0,0,0,0,0,0,0,45,0,4,3,0,1,0,0,-702
"14777",114777,1764,184,2016-10-26,0,0,0,0,0,0,0,45,0,4,3,0,1,0,0,-702
"14778",114778,1640,69.9,2016-10-26,0,0,0,0,0,0,0,45,0,4,3,0,1,0,0,-702
"14779",114779,1923,14.9,2016-10-26,0,0,0,0,1,0,0,45,0,4,3,0,1,0,0,-702
"22599",122599,1806,16.9,2016-10-26,0,0,0,0,1,0,0,45,0,6,3,0,1,0,1,-779
"22600",122600,1532,26.9,2016-10-26,0,0,0,0,0,0,0,45,0,6,3,0,1,0,0,-779
"22601",122601,1532,26.9,2016-10-26,0,0,0,0,0,0,0,45,0,6,3,0,1,0,0,-779
"22602",122602,1532,26.9,2016-10-26,0,0,0,0,0,0,0,45,0,6,3,0,1,0,0,-779
"22603",122603,1532,26.9,2016-10-26,0,0,0,0,0,0,0,45,0,6,3,0,1,0,0,-779
"22604",122604,1625,99.9,2016-10-26,0,0,0,0,0,0,0,45,0,6,3,0,1,0,0,-779
"31892",131892,1625,99.9,2016-10-26,0,0,0,0,0,0,0,45,0,1,3,0,1,0,1,-875
"14780",114780,1510,149.9,2016-10-26,0,0,0,0,0,0,0,51,0,1,1,0,1,0,0,-325
"14781",114781,1860,149.9,2016-02-14,0,0,0,0,0,0,0,66,0,2,1,0,1,0,0,-427
"14782",114782,1613,199.9,2016-02-14,0,0,0,0,0,0,0,66,0,2,1,0,1,0,0,-427
"14783",114783,1657,149.9,2016-10-26,0,0,0,0,0,0,0,44,0,1,1,0,1,0,0,-310
"14789",114789,1661,119.9,2016-10-26,0,1,0,-99,0,0,-99,-99,-99,4,1,-99,1,0,0,-99
"14856",114856,1669,119.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,4,1,-99,1,0,0,-99
"14857",114857,1661,119.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,4,1,-99,1,0,0,-99
"14858",114858,1669,119.9,2016-10-26,0,0,0,0,0,0,0,-99,-99,4,1,-99,1,0,0,-99
"14790",114790,1469,59.9,2016-10-26,0,0,0,0,0,0,0,58,0,1,1,0,1,0,0,-805
"14791",114791,1838,99.9,2015-02-17,0,1,0,-99,0,0,-99,59,0,1,1,-99,1,0,0,-99
"14795",114795,1581,149.9,2016-10-26,0,0,0,0,0,0,0,43,0,1,1,0,1,0,0,-415
"14798",114798,1498,59.9,2016-10-26,0,0,0,0,0,0,0,46,0,1,1,0,1,0,0,601
"14807",114807,1415,21.9,2016-10-26,0,0,0,0,1,0,0,52,0,4,1,0,1,0,0,-927
"14808",114808,1445,59.9,2016-10-26,0,0,0,0,0,0,0,52,0,4,1,0,1,0,0,-1003
"14809",114809,1415,21.9,2016-10-26,0,0,0,0,1,0,0,52,0,4,1,0,1,0,0,-1006
"14810",114810,1415,21.9,2016-10-26,0,1,0,-99,1,0,-99,52,0,4,1,-99,1,0,0,-99
"14811",114811,173,24.9,2016-10-26,0,0,0,0,0,0,0,44,0,1,1,0,1,0,0,-321
"14812",114812,1698,159.9,2015-02-17,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-918
"14813",114813,1698,159.9,2015-02-17,0,0,0,0,0,0,0,56,0,2,1,0,1,0,0,-918
"14814",114814,1613,199.9,2016-10-26,0,0,0,0,0,0,0,56,0,4,1,0,1,0,0,-999
"14815",114815,1492,39.9,2016-10-26,0,0,0,0,0,0,0,56,0,4,1,0,1,0,0,-1020
"14816",114816,1748,14.9,2016-10-26,0,0,0,0,1,0,0,56,0,4,1,0,1,0,0,-1112
"14817",114817,1748,14.9,2016-10-26,0,0,0,0,1,0,0,56,0,4,1,0,1,0,0,-1112
"14820",114820,1749,99.9,2016-10-26,0,0,0,0,0,0,0,46,0,3,1,0,1,0,0,-273
"14821",114821,1756,139.9,2016-10-26,0,0,0,0,0,0,0,46,0,3,1,0,1,0,0,-273
"14822",114822,1702,99.9,2016-10-26,0,0,0,0,0,0,0,46,0,3,1,0,1,0,0,-273
"14840",114840,1532,26.9,2016-10-26,0,0,0,0,0,0,0,51,0,5,1,0,1,0,0,-629
"14841",114841,1532,26.9,2016-10-26,0,0,0,0,0,0,0,51,0,5,1,0,1,0,0,-629
"14842",114842,1574,39.9,2016-10-26,0,0,0,0,0,0,0,51,0,5,1,0,1,0,0,-629
"14843",114843,2244,59.9,2016-10-26,0,0,0,0,0,0,0,51,0,5,1,0,1,0,0,-715
"14844",114844,1607,59.9,2016-10-26,0,0,0,0,0,0,0,51,0,5,1,0,1,0,0,-715
"14852",114852,2166,79.9,2015-08-07,0,1,0,-99,0,0,-99,51,0,3,2,-99,1,0,0,-99
"14853",114853,1938,79.95,2015-08-07,0,1,0,-99,0,0,-99,51,0,3,2,-99,1,0,0,-99
"14854",114854,1583,89.95,2015-08-07,0,1,0,-99,0,0,-99,51,0,3,2,-99,1,0,0,-99
"28750",128750,2166,79.9,2015-08-07,0,0,0,0,0,0,0,51,0,3,2,0,1,0,1,-304
"28751",128751,1938,79.95,2015-08-07,0,1,0,-99,0,0,-99,51,0,3,2,-99,1,0,0,-99
"28752",128752,1583,89.95,2015-08-07,0,1,0,-99,0,0,-99,51,0,3,2,-99,1,0,0,-99
"14859",114859,272,29.9,2015-05-28,0,0,0,0,0,0,0,50,0,7,1,0,1,0,0,-115
"14860",114860,263,39.9,2015-05-28,0,0,0,0,0,0,0,50,0,7,1,0,1,0,0,-115
"14861",114861,143,49.9,2015-05-28,0,0,0,0,0,0,0,50,0,7,1,0,1,0,0,-115
"14862",114862,264,39.9,2015-05-28,0,0,0,0,0,0,0,50,0,7,1,0,1,0,0,-115
"14863",114863,86,79.9,2015-05-28,0,0,0,0,0,0,0,50,0,7,1,0,1,0,0,-115
"14864",114864,498,49.9,2015-05-28,0,1,0,-99,0,0,-99,50,0,7,1,-99,1,0,0,-99
"14865",114865,1884,59.9,2015-05-28,0,1,0,-99,0,0,-99,50,0,7,1,-99,1,0,0,-99
"14882",114882,1756,139.9,2016-10-26,0,0,0,0,0,0,0,34,0,1,3,0,1,0,0,-792
"26275",126275,1756,139.9,2016-10-26,0,1,0,-99,0,0,-99,34,0,1,3,-99,1,0,1,-99
"41770",141770,1756,139.9,2016-10-26,0,1,0,-99,0,1,-99,34,0,1,3,-99,1,0,1,-99
"14889",114889,1618,179.9,2015-11-23,0,0,0,0,0,0,0,55,0,1,1,0,1,0,0,-718
"14893",114893,1540,119.9,2015-02-17,0,0,0,0,0,0,0,-99,-99,2,1,-99,1,0,0,-99
"14894",114894,2254,130,2015-02-17,0,0,0,0,0,0,0,-99,-99,2,1,-99,1,0,0,-99
"14895",114895,1507,24.9,2016-10-26,0,0,0,0,0,0,0,43,0,2,1,0,1,0,0,-814
"14896",114896,1806,16.9,2016-10-26,0,0,0,0,1,0,0,43,0,2,1,0,1,0,0,-814
"14897",114897,1826,100,2015-09-26,0,0,0,0,0,0,0,47,0,2,2,0,1,0,0,193
"14898",114898,1826,100,2015-09-26,0,0,0,0,0,0,0,47,0,2,2,0,1,0,0,193
"21445",121445,1826,100,2015-09-26,0,0,0,0,0,0,0,47,0,1,2,0,1,0,0,117
"14899",114899,1652,39.9,2016-10-26,0,0,0,0,0,0,0,67,0,1,1,0,1,0,0,-613
"14900",114900,1471,69.9,2016-10-26,0,0,0,0,0,0,0,47,0,4,2,0,1,0,0,184
"14901",114901,1557,89.9,2016-10-26,0,0,0,0,0,0,0,47,0,4,2,0,1,0,0,184
"14902",114902,1594,179.9,2016-10-26,0,0,0,0,0,0,0,47,0,4,2,0,1,0,0,107
"14903",114903,1560,169.9,2016-10-26,0,0,0,0,0,0,0,47,0,4,2,0,1,0,0,95
"40854",140854,1560,169.9,2016-10-26,0,0,0,0,0,0,0,47,0,1,2,0,1,0,0,84
"14904",114904,1815,159.9,2015-02-17,0,0,0,0,0,0,0,53,0,2,1,0,1,0,0,-309
"14905",114905,1815,159.9,2015-02-17,0,1,0,-99,0,0,-99,53,0,2,1,-99,1,0,0,-99
"14917",114917,135,15.9,2015-02-17,0,0,0,0,1,0,0,50,0,5,1,0,1,0,0,-415
"14918",114918,611,49.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-415
"14919",114919,1598,69.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-415
"14920",114920,1667,79.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-415
"14921",114921,2265,89.9,2015-02-17,0,0,0,0,0,0,0,50,0,5,1,0,1,0,0,-415
"14922",114922,1711,160,2016-10-26,0,0,0,0,0,0,0,35,0,2,1,0,1,0,0,-992
"14923",114923,1711,160,2016-10-26,0,0,0,0,0,0,0,35,0,2,1,0,1,0,0,-992
"14926",114926,1706,159.9,2016-10-26,0,0,0,0,0,0,0,59,0,4,1,0,1,0,0,-226
"14927",114927,1579,119.9,2016-10-26,0,0,0,0,0,0,0,59,0,4,1,0,1,0,0,-322
"14928",114928,1702,99.9,2016-10-26,0,0,0,0,0,0,0,59,0,4,1,0,1,0,0,-416
"14929",114929,1546,29.9,2016-10-26,0,0,0,0,0,0,0,59,0,4,1,0,1,0,0,-416
"14930",114930,1925,179.9,2016-10-26,0,0,0,0,0,0,0,54,0,3,1,0,1,0,0,-521
